Source,Target
Iesv@PER,Ioannem Petrum Maffeium@PER
C. C. A. Vnd@PER,H. Oseam Halen@PER
C. C. A. Vnd@PER,Teutsch@LOC
C. C. A. Vnd@PER,Jacob le Moyne@PER
C. C. A. Vnd@PER,Floridam@LOC
C. C. A. Vnd@PER,H. Ribald@PER
C. C. A. Vnd@PER,Dieterich@PER
C. C. A. Vnd@PER,Americæ@LOC
Schmidel@PER,Schmidel von Straubing von Anno@PER
Schmidel@PER,Levinvm Hvlsivm@PER
Schmidel@PER,Americam@LOC
Baiazeth vnd@LOC,Jtem@PER
Baiazeth vnd@LOC,Heinrich Müller@PER
Stephan von Gumpenberg Friderich von Wolffskel vnnd Hans von Rameraw@PER,Damascon@LOC
Stephan von Gumpenberg Friderich von Wolffskel vnnd Hans von Rameraw@PER,Würtzburg@LOC
Stephan von Gumpenberg Friderich von Wolffskel vnnd Hans von Rameraw@PER,Johann Eyselsaner@PER
Stephan von Gumpenberg Friderich von Wolffskel vnnd Hans von Rameraw@PER,Sanct Paulus@PER
Joannem Herold@PER,H. Bartholome Georgewyts@PER
Calis Malis@LOC,Franciscus Dracus Redivivvs@PER
Calis Malis@LOC,Kurtze@PER
Calis Malis@LOC,Jnsul Cuba@PER
Calis Malis@LOC,Florida@LOC
Dieterich von Bry@PER,Vlrici Schmidts@PER
Jacob@PER,Jetzundt@PER
Jacob@PER,De la Nove Jn Frantzoesischer@PER
Thomas Candisch@PER,Macuieguarai@PER
Thomas Candisch@PER,Walthern Ralegh@PER
Thomas Candisch@PER,Avgvstinvm Cassiodorvm Reinivm@PER
Thomas Candisch@PER,Lorentz Keymis@PER
Thomas Candisch@PER,Vnd@PER
Thomas Candisch@PER,Engellandt@LOC
Thomas Candisch@PER,Amapaia@LOC
Thomas Candisch@PER,Frantzen Prettie@PER
Thomas Candisch@PER,Quito@LOC
Thomas Candisch@PER,Guiana@LOC
Thomas Candisch@PER,Jar@LOC
Thomas Candisch@PER,Peru@LOC
Thomas Candisch@PER,Arromaia@LOC
Herrn Herrn Ferdinanden Römischen@LOC,Hispanischer Sprach von Cortesio@PER
Herrn Herrn Ferdinanden Römischen@LOC,Tittel@PER
Herrn Herrn Ferdinanden Römischen@LOC,Darzů@PER
Herrn Herrn Ferdinanden Römischen@LOC,Carlos V.@PER
Herrn Herrn Ferdinanden Römischen@LOC,Xysto Betuleio@PER
Herrn Herrn Ferdinanden Römischen@LOC,Jar@LOC
Herrn Herrn Ferdinanden Römischen@LOC,Temixtitan@LOC
Herrn Herrn Ferdinanden Römischen@LOC,Ferdinandi Cortesii@PER
Herrn Herrn Ferdinanden Römischen@LOC,Andrea Diethero@PER
Herrn Herrn Ferdinanden Römischen@LOC,Carolvm@PER
Herrn Herrn Ferdinanden Römischen@LOC,Hochteütsche@LOC
Franciscus Dracus Redivivvs@PER,Kurtze@PER
Franciscus Dracus Redivivvs@PER,Jnsul Cuba@PER
Franciscus Dracus Redivivvs@PER,Florida@LOC
Gerhart de Ver@PER,Lappiam@PER
Gerhart de Ver@PER,Cathay vnd China@LOC
Gerhart de Ver@PER,Jar@LOC
Gerhart de Ver@PER,Niderländischer@LOC
Brunst@PER,Rom@LOC
Brunst@PER,João@PER
Brunst@PER,Chronicen@PER
Brunst@PER,Morenlandt@LOC
Brunst@PER,Johanns@PER
Brunst@PER,Francisco Álvares@PER
Brunst@PER,Völcker@PER
H. Philipsen Landtgraff@PER,Homberg@LOC
H. Philipsen Landtgraff@PER,Menschfresser Leuthen@PER
H. Philipsen Landtgraff@PER,Nidda@LOC
H. Philipsen Landtgraff@PER,Christi@LOC
H. Philipsen Landtgraff@PER,D. Joh@PER
H. Philipsen Landtgraff@PER,Hessen@LOC
H. Philipsen Landtgraff@PER,Dedicirt@PER
Obernburg@LOC,Benedicten Curipeschitz@PER
Indien@LOC,Mauritius@PER
Indien@LOC,Hochteutsch@LOC
Indien@LOC,Amsterdam@LOC
Indien@LOC,Hollandia@PER
Indien@LOC,Conrad Lew@PER
Indien@LOC,Jndia@LOC
Anna@PER,Wilhelmen Hertzogen@PER
Anna@PER,Gülich Cleue@PER
Anna@PER,Maria Leonora@PER
Anna@PER,Fürstenthumb Newburg@LOC
Kurtzer@PER,Leipzig@LOC
Kurtzer@PER,Venedig@LOC
Kurtzer@PER,Sinai Alcair Alexandria@LOC
Kurtzer@PER,Hierusalem@LOC
Sinay Alexandria@LOC,Burger@PER
Sinay Alexandria@LOC,Nürnberg@LOC
Sinay Alexandria@LOC,Venedig Jerusalem@LOC
Hispanischer Sprach von Cortesio@PER,Tittel@PER
Hispanischer Sprach von Cortesio@PER,Darzů@PER
Hispanischer Sprach von Cortesio@PER,Carlos V.@PER
Hispanischer Sprach von Cortesio@PER,Xysto Betuleio@PER
Hispanischer Sprach von Cortesio@PER,Jar@LOC
Hispanischer Sprach von Cortesio@PER,Temixtitan@LOC
Hispanischer Sprach von Cortesio@PER,Ferdinandi Cortesii@PER
Hispanischer Sprach von Cortesio@PER,Andrea Diethero@PER
Hispanischer Sprach von Cortesio@PER,Carolvm@PER
Hispanischer Sprach von Cortesio@PER,Hochteütsche@LOC
Bergen Auwen@LOC,vnd Heyland Christus@PER
Bergen Auwen@LOC,Ceremonien@LOC
Bergen Auwen@LOC,Glaubenssachen@LOC
Burger@PER,Nürnberg@LOC
Burger@PER,Venedig Jerusalem@LOC
Lappiam@PER,Cathay vnd China@LOC
Lappiam@PER,Jar@LOC
Lappiam@PER,Niderländischer@LOC
vnd Heyland Christus@PER,Ceremonien@LOC
vnd Heyland Christus@PER,Glaubenssachen@LOC
Portugalesischer@PER,Ioannem Georgium@PER
Portugalesischer@PER,Orient@LOC
Portugalesischer@PER,Jar@LOC
Portugalesischer@PER,Constantzischen Rath@PER
Portugalesischer@PER,Kurtze Verzeichnuß Vnd@PER
Portugalesischer@PER,Christi@LOC
Portugalesischer@PER,Ioannem Petrum Maffeium@PER
Johann Kellner@PER,China@LOC
Johann Kellner@PER,cosas@PER
Johann Kellner@PER,gran Reyno de la China@LOC
Johann Kellner@PER,Kurtze@PER
Johann Kellner@PER,Goldt@PER
Johann Kellner@PER,Bey@PER
Johann Kellner@PER,Juan González de Mendoza@PER
Johann Kellner@PER,HochTeutsch@LOC
Rom@LOC,Portugal@LOC
Rom@LOC,Olavm Magnvm@PER
Rom@LOC,João@PER
Rom@LOC,Chronicen@PER
Rom@LOC,Gothien@LOC
Rom@LOC,Vnd@PER
Rom@LOC,Johann Jacoben@PER
Rom@LOC,Morenlandt@LOC
Rom@LOC,Raiß@PER
Rom@LOC,Johanns@PER
Rom@LOC,Francisco Álvares@PER
Rom@LOC,Jar@LOC
Rom@LOC,Schweden@LOC
Rom@LOC,Völcker@PER
Rom@LOC,Japon@PER
Ceremonien@LOC,Glaubenssachen@LOC
Schmidel von Straubing von Anno@PER,Levinvm Hvlsivm@PER
Schmidel von Straubing von Anno@PER,Americam@LOC
Julij@PER,Christoph Scheurl@PER
Julij@PER,Barbarossa@PER
Julij@PER,Römischen Künig@LOC
Julij@PER,Römischen Küng den XXIII@LOC
Julij@PER,Künigclich Maiestat jres@PER
Julij@PER,Karl V.@PER
Mahomeths@PER,Türckischen Hoff@LOC
Mahomeths@PER,Schmächlichem Endt@PER
Mahomeths@PER,Königshofen@LOC
Mahomeths@PER,Tauber@LOC
Mahomeths@PER,Noth@PER
Mahomeths@PER,Ottomans@LOC
Mahomeths@PER,V. Ferdinandt@PER
Mahomeths@PER,Policey Gerichtlichem Proceß@PER
Mahomeths@PER,Maximilian@PER
Benzo von Meylandt@PER,Dieterich@PER
jar Christi@PER,Amelbeurn@LOC
jar Christi@PER,Pandectes Türckischer@PER
jar Christi@PER,Tugendt Vntugendt@PER
jar Christi@PER,Christi@PER
jar Christi@PER,Jeronymus Beck von Leopoldstorff@PER
jar Christi@PER,Jar@LOC
jar Christi@PER,Hansen Lewenklaw@PER
jar Christi@PER,Suleiman Chan vnd@PER
jar Christi@PER,Constantinopol@PER
jar Christi@PER,Chronic@PER
jar Christi@PER,Osman Chan@PER
Türckischen Hoff@LOC,Schmächlichem Endt@PER
Türckischen Hoff@LOC,Königshofen@LOC
Türckischen Hoff@LOC,Tauber@LOC
Türckischen Hoff@LOC,Noth@PER
Türckischen Hoff@LOC,Ottomans@LOC
Türckischen Hoff@LOC,V. Ferdinandt@PER
Türckischen Hoff@LOC,Policey Gerichtlichem Proceß@PER
Türckischen Hoff@LOC,Maximilian@PER
Damascon@LOC,Würtzburg@LOC
Damascon@LOC,Johann Eyselsaner@PER
Damascon@LOC,Sanct Paulus@PER
Amelbeurn@LOC,Pandectes Türckischer@PER
Amelbeurn@LOC,Osmanischen Stammens@PER
Amelbeurn@LOC,Tugendt Vntugendt@PER
Amelbeurn@LOC,Christi@PER
Amelbeurn@LOC,Jeronymus Beck von Leopoldstorff@PER
Amelbeurn@LOC,Jar@LOC
Amelbeurn@LOC,Hansen Lewenklaw@PER
Amelbeurn@LOC,Suleiman Chan vnd@PER
Amelbeurn@LOC,Constantinopol@PER
Amelbeurn@LOC,Chronic@PER
Amelbeurn@LOC,Osman Chan@PER
Amelbeurn@LOC,Jar Christi@PER
Portugal@LOC,China@LOC
Portugal@LOC,Hans Jsrael@PER
Portugal@LOC,Holchteutsch@LOC
Portugal@LOC,Jetzo@PER
Portugal@LOC,Joan Hugo@PER
Portugal@LOC,Raiß@PER
Portugal@LOC,Mundus novus@PER
Portugal@LOC,Jar@LOC
Portugal@LOC,Japon@PER
Augspurg@LOC,Kayser@PER
Augspurg@LOC,Paul Pesel@PER
Augspurg@LOC,Raiß@PER
Augspurg@LOC,Jar@LOC
Augspurg@LOC,Kayser Karls@PER
Carle Graff@PER,Gran Ritterlich@LOC
Cathay vnd China@LOC,Jar@LOC
Cathay vnd China@LOC,Niderländischer@LOC
Homberg@LOC,Menschfresser Leuthen@PER
Homberg@LOC,Nidda@LOC
Homberg@LOC,Darinn Brasilia@LOC
Homberg@LOC,Lüttich@LOC
Homberg@LOC,Christi@LOC
Homberg@LOC,D. Joh@PER
Homberg@LOC,Hessen@LOC
Homberg@LOC,Dedicirt@PER
Mauritius@PER,Hochteutsch@LOC
Mauritius@PER,Amsterdam@LOC
Mauritius@PER,Hollandia@PER
Mauritius@PER,Conrad Lew@PER
Mauritius@PER,Jndia@LOC
Ostereich@LOC,Darinn@PER
Ostereich@LOC,Wien@LOC
Ostereich@LOC,S. G.@PER
Pandectes Türckischer@PER,Tugendt Vntugendt@PER
Pandectes Türckischer@PER,Christi@PER
Pandectes Türckischer@PER,Jeronymus Beck von Leopoldstorff@PER
Pandectes Türckischer@PER,Jar@LOC
Pandectes Türckischer@PER,Hansen Lewenklaw@PER
Pandectes Türckischer@PER,Suleiman Chan vnd@PER
Pandectes Türckischer@PER,Constantinopol@PER
Pandectes Türckischer@PER,Chronic@PER
Pandectes Türckischer@PER,Osman Chan@PER
Kayser@PER,Paul Pesel@PER
Kayser@PER,Raiß@PER
Kayser@PER,Jar@LOC
Kayser@PER,Kayser Karls@PER
China@LOC,cosas@PER
China@LOC,Hans Jsrael@PER
China@LOC,Holchteutsch@LOC
China@LOC,Jetzo@PER
China@LOC,Joan Hugo@PER
China@LOC,gran Reyno de la China@LOC
China@LOC,Kurtze@PER
China@LOC,Matthaevm Dresservm D.@PER
China@LOC,Noua Zemla@PER
China@LOC,Goldt@PER
China@LOC,Obij@LOC
China@LOC,Gantz@PER
China@LOC,Jar@LOC
China@LOC,Jnsel Bally@PER
China@LOC,Bey@PER
China@LOC,Juan González de Mendoza@PER
China@LOC,Hollandt@LOC
China@LOC,Nägelein@PER
China@LOC,HochTeutsch@LOC
Olavm Magnvm@PER,Gothien@LOC
Olavm Magnvm@PER,Vnd@PER
Olavm Magnvm@PER,Johann Jacoben@PER
Olavm Magnvm@PER,Jar@LOC
Olavm Magnvm@PER,Schweden@LOC
cosas@PER,gran Reyno de la China@LOC
cosas@PER,Kurtze@PER
cosas@PER,Matthaevm Dresservm D.@PER
cosas@PER,Goldt@PER
cosas@PER,Bey@PER
cosas@PER,Juan González de Mendoza@PER
cosas@PER,HochTeutsch@LOC
Macuieguarai@PER,Walthern Ralegh@PER
Macuieguarai@PER,Avgvstinvm Cassiodorvm Reinivm@PER
Macuieguarai@PER,Lorentz Keymis@PER
Macuieguarai@PER,Vnd@PER
Macuieguarai@PER,Engellandt@LOC
Macuieguarai@PER,Amapaia@LOC
Macuieguarai@PER,Frantzen Prettie@PER
Macuieguarai@PER,Quito@LOC
Macuieguarai@PER,Guiana@LOC
Macuieguarai@PER,Jar@LOC
Macuieguarai@PER,Peru@LOC
Macuieguarai@PER,Arromaia@LOC
João@PER,Chronicen@PER
João@PER,Morenlandt@LOC
João@PER,Johanns@PER
João@PER,Francisco Álvares@PER
João@PER,Völcker@PER
Ioannem Georgium@PER,Orient@LOC
Ioannem Georgium@PER,Jar@LOC
Ioannem Georgium@PER,Constantzischen Rath@PER
Ioannem Georgium@PER,Kurtze Verzeichnuß Vnd@PER
Ioannem Georgium@PER,Christi@LOC
Ioannem Georgium@PER,Ioannem Petrum Maffeium@PER
Kayser Soleyman@PER,Constantinopel@LOC
Kayser Soleyman@PER,Benedikt Kuripešić@PER
Schmächlichem Endt@PER,Königshofen@LOC
Schmächlichem Endt@PER,Tauber@LOC
Schmächlichem Endt@PER,Noth@PER
Schmächlichem Endt@PER,Ottomans@LOC
Schmächlichem Endt@PER,V. Ferdinandt@PER
Schmächlichem Endt@PER,Policey Gerichtlichem Proceß@PER
Schmächlichem Endt@PER,Maximilian@PER
Menschfresser Leuthen@PER,Nidda@LOC
Menschfresser Leuthen@PER,Christi@LOC
Menschfresser Leuthen@PER,D. Joh@PER
Menschfresser Leuthen@PER,Hessen@LOC
Menschfresser Leuthen@PER,Dedicirt@PER
Meissen@LOC,Düringen Marggraffen@LOC
Meissen@LOC,Hansen von Mergenthal@PER
Meissen@LOC,Wilhelmen@LOC
Meissen@LOC,Dabey@PER
Meissen@LOC,Jetzund@PER
Walthern Ralegh@PER,Avgvstinvm Cassiodorvm Reinivm@PER
Walthern Ralegh@PER,Lorentz Keymis@PER
Walthern Ralegh@PER,Vnd@PER
Walthern Ralegh@PER,Engellandt@LOC
Walthern Ralegh@PER,Amapaia@LOC
Walthern Ralegh@PER,Frantzen Prettie@PER
Walthern Ralegh@PER,Quito@LOC
Walthern Ralegh@PER,Guiana@LOC
Walthern Ralegh@PER,Jar@LOC
Walthern Ralegh@PER,Peru@LOC
Walthern Ralegh@PER,Arromaia@LOC
Oost Indien@LOC,Kurtze@PER
Oost Indien@LOC,Orientalischen Indien@LOC
Oost Indien@LOC,Martio Alda@LOC
Oost Indien@LOC,Hochteutsche@LOC
Osmanischen Stammens@PER,Tugendt Vntugendt@PER
Osmanischen Stammens@PER,Jeronymus Beck von Leopoldstorff@PER
Osmanischen Stammens@PER,Jar@LOC
Osmanischen Stammens@PER,Hansen Lewenklaw@PER
Osmanischen Stammens@PER,Suleiman Chan vnd@PER
Osmanischen Stammens@PER,Constantinopol@PER
Osmanischen Stammens@PER,Chronic@PER
Osmanischen Stammens@PER,Osman Chan@PER
Osmanischen Stammens@PER,Jar Christi@PER
Levinvm Hvlsivm@PER,Americam@LOC
Jtem@PER,Heinrich Müller@PER
Hans Jsrael@PER,Holchteutsch@LOC
Hans Jsrael@PER,Jetzo@PER
Hans Jsrael@PER,Joan Hugo@PER
Hans Jsrael@PER,Hans Dietherich@PER
Hans Jsrael@PER,Jar@LOC
Hans Jsrael@PER,Eduart Lopez@PER
Hans Jsrael@PER,Congo@PER
Hans Jsrael@PER,Avgvstinvm Cassiodorvm@PER
Wallfart@LOC,Schlesien@LOC
Wallfart@LOC,Melchior von Seydlitz@PER
Terrae Sanctae@LOC,Felix Fabri@PER
Nidda@LOC,Christi@LOC
Nidda@LOC,D. Joh@PER
Nidda@LOC,Hessen@LOC
Nidda@LOC,Dedicirt@PER
Chronicen@PER,Johanns@PER
Chronicen@PER,Völcker@PER
Nürnberg@LOC,Venedig Jerusalem@LOC
Vlm@LOC,Historia Niclaus Federmanns@PER
Vlm@LOC,Jndias@LOC
H. Oseam Halen@PER,Teutsch@LOC
H. Oseam Halen@PER,Jacob le Moyne@PER
H. Oseam Halen@PER,Floridam@LOC
H. Oseam Halen@PER,H. Ribald@PER
H. Oseam Halen@PER,Dieterich@PER
H. Oseam Halen@PER,Americæ@LOC
Mesopotamiam@LOC,Raiss@PER
Gothien@LOC,Vnd@PER
Gothien@LOC,Johann Jacoben@PER
Gothien@LOC,Jar@LOC
Gothien@LOC,Schweden@LOC
Persia@PER,Arabia Persia Jndia vnd Ethiopia@PER
Persia@PER,Suria@LOC
Persia@PER,Egypto Syria@PER
Persia@PER,Ludowico Vartomans@PER
Persia@PER,Bolonia@PER
Philippi Melanthonis@PER,Christi@PER
Philippi Melanthonis@PER,Bartholomeum Georgiuitz Vnd@PER
Avgvstinvm Cassiodorvm Reinivm@PER,Lorentz Keymis@PER
Avgvstinvm Cassiodorvm Reinivm@PER,Vnd@PER
Avgvstinvm Cassiodorvm Reinivm@PER,Engellandt@LOC
Avgvstinvm Cassiodorvm Reinivm@PER,Amapaia@LOC
Avgvstinvm Cassiodorvm Reinivm@PER,Frantzen Prettie@PER
Avgvstinvm Cassiodorvm Reinivm@PER,Quito@LOC
Avgvstinvm Cassiodorvm Reinivm@PER,Guiana@LOC
Avgvstinvm Cassiodorvm Reinivm@PER,Jar@LOC
Avgvstinvm Cassiodorvm Reinivm@PER,Peru@LOC
Avgvstinvm Cassiodorvm Reinivm@PER,Arromaia@LOC
Orient@LOC,Theodor vnd@PER
Orient@LOC,Hochteutsch@LOC
Orient@LOC,Hollandt@PER
Orient@LOC,Sumatra@LOC
Orient@LOC,Jar@LOC
Orient@LOC,Constantzischen Rath@PER
Orient@LOC,Kurtze Verzeichnuß Vnd@PER
Orient@LOC,Christi@LOC
Orient@LOC,Hollandt@LOC
Orient@LOC,Völcker@PER
Orient@LOC,Israel de Bry Gebrüder@LOC
Orient@LOC,Ioannem Petrum Maffeium@PER
Arabia Persia Jndia vnd Ethiopia@PER,Suria@LOC
Arabia Persia Jndia vnd Ethiopia@PER,Egypto Syria@PER
Arabia Persia Jndia vnd Ethiopia@PER,Ludowico Vartomans@PER
Arabia Persia Jndia vnd Ethiopia@PER,Bolonia@PER
Leipzig@LOC,Venedig@LOC
Leipzig@LOC,Sinai Alcair Alexandria@LOC
Leipzig@LOC,Hierusalem@LOC
Tittel@PER,Darzů@PER
Tittel@PER,Carlos V.@PER
Tittel@PER,Xysto Betuleio@PER
Tittel@PER,Jar@LOC
Tittel@PER,Temixtitan@LOC
Tittel@PER,Ferdinandi Cortesii@PER
Tittel@PER,Andrea Diethero@PER
Tittel@PER,Carolvm@PER
Tittel@PER,Hochteütsche@LOC
Königshofen@LOC,Tauber@LOC
Königshofen@LOC,Noth@PER
Königshofen@LOC,Ottomans@LOC
Königshofen@LOC,V. Ferdinandt@PER
Königshofen@LOC,Policey Gerichtlichem Proceß@PER
Königshofen@LOC,Maximilian@PER
Holchteutsch@LOC,Jetzo@PER
Holchteutsch@LOC,Joan Hugo@PER
Holchteutsch@LOC,Jar@LOC
Constantinopel@LOC,Benedikt Kuripešić@PER
Lorentz Keymis@PER,Vnd@PER
Lorentz Keymis@PER,Engellandt@LOC
Lorentz Keymis@PER,Amapaia@LOC
Lorentz Keymis@PER,Frantzen Prettie@PER
Lorentz Keymis@PER,Quito@LOC
Lorentz Keymis@PER,Guiana@LOC
Lorentz Keymis@PER,Jar@LOC
Lorentz Keymis@PER,Peru@LOC
Lorentz Keymis@PER,Arromaia@LOC
Theodor vnd@PER,Hochteutsch@LOC
Theodor vnd@PER,Hollandt@PER
Theodor vnd@PER,Sumatra@LOC
Theodor vnd@PER,Hollandt@LOC
Theodor vnd@PER,Völcker@PER
Theodor vnd@PER,Israel de Bry Gebrüder@LOC
Tauber@LOC,Noth@PER
Tauber@LOC,Ottomans@LOC
Tauber@LOC,V. Ferdinandt@PER
Tauber@LOC,Policey Gerichtlichem Proceß@PER
Tauber@LOC,Maximilian@PER
Teutsch@LOC,Jacob le Moyne@PER
Teutsch@LOC,Floridam@LOC
Teutsch@LOC,H. Ribald@PER
Teutsch@LOC,Dieterich@PER
Teutsch@LOC,Americæ@LOC
Jetzo@PER,Joan Hugo@PER
Jetzo@PER,Jar@LOC
Hochteutsch@LOC,Amsterdam@LOC
Hochteutsch@LOC,Hollandia@PER
Hochteutsch@LOC,Hollandt@PER
Hochteutsch@LOC,Sumatra@LOC
Hochteutsch@LOC,Conrad Lew@PER
Hochteutsch@LOC,Hollandt@LOC
Hochteutsch@LOC,Völcker@PER
Hochteutsch@LOC,Jndia@LOC
Hochteutsch@LOC,Israel de Bry Gebrüder@LOC
Joan Hugo@PER,Jar@LOC
Darinn@PER,Wien@LOC
Darinn@PER,S. G.@PER
Suria@LOC,Egypto Syria@PER
Suria@LOC,Ludowico Vartomans@PER
Suria@LOC,Bolonia@PER
Vnd@PER,Engellandt@LOC
Vnd@PER,Homburg@LOC
Vnd@PER,Johann Jacoben@PER
Vnd@PER,Amapaia@LOC
Vnd@PER,Frantzen Prettie@PER
Vnd@PER,Quito@LOC
Vnd@PER,Guiana@LOC
Vnd@PER,Jar@LOC
Vnd@PER,Peru@LOC
Vnd@PER,Schweden@LOC
Vnd@PER,Christi@LOC
Vnd@PER,Arromaia@LOC
Vnd@PER,Hessen@LOC
gran Reyno de la China@LOC,Kurtze@PER
gran Reyno de la China@LOC,Matthaevm Dresservm D.@PER
gran Reyno de la China@LOC,Goldt@PER
gran Reyno de la China@LOC,Bey@PER
gran Reyno de la China@LOC,Juan González de Mendoza@PER
gran Reyno de la China@LOC,HochTeutsch@LOC
Noth@PER,Ottomans@LOC
Noth@PER,V. Ferdinandt@PER
Noth@PER,Policey Gerichtlichem Proceß@PER
Noth@PER,Maximilian@PER
Engellandt@LOC,Amapaia@LOC
Engellandt@LOC,Frantzen Prettie@PER
Engellandt@LOC,Quito@LOC
Engellandt@LOC,Guiana@LOC
Engellandt@LOC,Jar@LOC
Engellandt@LOC,Peru@LOC
Engellandt@LOC,Arromaia@LOC
Kurtze@PER,Jnsul Cuba@PER
Kurtze@PER,Goldt@PER
Kurtze@PER,Florida@LOC
Kurtze@PER,Bey@PER
Kurtze@PER,Martio Alda@LOC
Kurtze@PER,Juan González de Mendoza@PER
Kurtze@PER,Hochteutsche@LOC
Kurtze@PER,HochTeutsch@LOC
Amsterdam@LOC,Hollandia@PER
Amsterdam@LOC,Conrad Lew@PER
Amsterdam@LOC,Jndia@LOC
Hollandia@PER,Conrad Lew@PER
Hollandia@PER,Jndia@LOC
Benedetto Ramberti@PER,Ottomani@PER
Christoph Scheurl@PER,Barbarossa@PER
Christoph Scheurl@PER,Römischen Künig@LOC
Christoph Scheurl@PER,Römischen Küng den XXIII@LOC
Christoph Scheurl@PER,Künigclich Maiestat jres@PER
Christoph Scheurl@PER,Karl V.@PER
Würtzburg@LOC,Johann Eyselsaner@PER
Würtzburg@LOC,Sanct Paulus@PER
Jacob le Moyne@PER,Floridam@LOC
Jacob le Moyne@PER,H. Ribald@PER
Jacob le Moyne@PER,Dieterich@PER
Jacob le Moyne@PER,Americæ@LOC
Nordwest@LOC,Engelland@LOC
Nordwest@LOC,Martini Forbißher@PER
Nordwest@LOC,Jar@LOC
Christ@PER,Engelland@LOC
Christ@PER,H. Walter Raleigh Ritter@PER
Christ@PER,Reichard Greinuile@PER
Christ@PER,Elisabeth Königin@PER
Christ@PER,Jar@LOC
Venedig@LOC,Sinai Alcair Alexandria@LOC
Venedig@LOC,Hierusalem@LOC
Engelland@LOC,H. Walter Raleigh Ritter@PER
Engelland@LOC,Reichard Greinuile@PER
Engelland@LOC,Elisabeth Königin@PER
Engelland@LOC,Martini Forbißher@PER
Engelland@LOC,Jar@LOC
H. Walter Raleigh Ritter@PER,Reichard Greinuile@PER
H. Walter Raleigh Ritter@PER,Elisabeth Königin@PER
H. Walter Raleigh Ritter@PER,Jar@LOC
Tugendt Vntugendt@PER,Christi@PER
Tugendt Vntugendt@PER,Jeronymus Beck von Leopoldstorff@PER
Tugendt Vntugendt@PER,Jar@LOC
Tugendt Vntugendt@PER,Hansen Lewenklaw@PER
Tugendt Vntugendt@PER,Suleiman Chan vnd@PER
Tugendt Vntugendt@PER,Constantinopol@PER
Tugendt Vntugendt@PER,Chronic@PER
Tugendt Vntugendt@PER,Osman Chan@PER
Tugendt Vntugendt@PER,Jar Christi@PER
Reichard Greinuile@PER,Elisabeth Königin@PER
Reichard Greinuile@PER,Jar@LOC
Jgnatium von Layola@PER,Francisci Xauier@PER
Jgnatium von Layola@PER,Jesu Christi@PER
Düringen Marggraffen@LOC,Hansen von Mergenthal@PER
Düringen Marggraffen@LOC,Wilhelmen@LOC
Düringen Marggraffen@LOC,Dabey@PER
Düringen Marggraffen@LOC,Jetzund@PER
Christi@PER,Jeronymus Beck von Leopoldstorff@PER
Christi@PER,Jar@LOC
Christi@PER,Hansen Lewenklaw@PER
Christi@PER,Bartholomeum Georgiuitz Vnd@PER
Christi@PER,Suleiman Chan vnd@PER
Christi@PER,Constantinopol@PER
Christi@PER,Chronic@PER
Christi@PER,Osman Chan@PER
Hansen von Mergenthal@PER,Wilhelmen@LOC
Hansen von Mergenthal@PER,Dabey@PER
Hansen von Mergenthal@PER,Jetzund@PER
Egypto Syria@PER,Ludowico Vartomans@PER
Egypto Syria@PER,Bolonia@PER
Homburg@LOC,Christi@LOC
Homburg@LOC,Hessen@LOC
Frid@PER,Von de Raisz@PER
Matthaevm Dresservm D.@PER,Juan González de Mendoza@PER
Ludowico Vartomans@PER,Bolonia@PER
Johann Jacoben@PER,Jar@LOC
Johann Jacoben@PER,Schweden@LOC
Ain Schen New Bůch@LOC,Jar@LOC
Ain Schen New Bůch@LOC,Germanien@LOC
Ain Schen New Bůch@LOC,Hans Heusl@PER
Schlesien@LOC,Melchior von Seydlitz@PER
Paul Pesel@PER,Raiß@PER
Paul Pesel@PER,Jar@LOC
Paul Pesel@PER,Kayser Karls@PER
Darzů@PER,Carlos V.@PER
Darzů@PER,Xysto Betuleio@PER
Darzů@PER,Jar@LOC
Darzů@PER,Temixtitan@LOC
Darzů@PER,Ferdinandi Cortesii@PER
Darzů@PER,Andrea Diethero@PER
Darzů@PER,Carolvm@PER
Darzů@PER,Hochteütsche@LOC
Darinn Brasilia@LOC,Lüttich@LOC
Darinn Brasilia@LOC,Hessen@LOC
Carlos V.@PER,Xysto Betuleio@PER
Carlos V.@PER,Jar@LOC
Carlos V.@PER,Temixtitan@LOC
Carlos V.@PER,Ferdinandi Cortesii@PER
Carlos V.@PER,Andrea Diethero@PER
Carlos V.@PER,Carolvm@PER
Carlos V.@PER,Hochteütsche@LOC
Sinai Alcair Alexandria@LOC,Hierusalem@LOC
Wilhelmen Hertzogen@PER,Gülich Cleue@PER
Wilhelmen Hertzogen@PER,Maria Leonora@PER
Wilhelmen Hertzogen@PER,Fürstenthumb Newburg@LOC
Hollandt@PER,Sumatra@LOC
Hollandt@PER,Hollandt@LOC
Hollandt@PER,Völcker@PER
Hollandt@PER,Israel de Bry Gebrüder@LOC
Lüttich@LOC,Hessen@LOC
Noua Zemla@PER,Obij@LOC
Noua Zemla@PER,Gantz@PER
Noua Zemla@PER,Jar@LOC
Noua Zemla@PER,Jnsel Bally@PER
Noua Zemla@PER,Hollandt@LOC
Noua Zemla@PER,Nägelein@PER
Jnsul Cuba@PER,Florida@LOC
Amapaia@LOC,Frantzen Prettie@PER
Amapaia@LOC,Quito@LOC
Amapaia@LOC,Guiana@LOC
Amapaia@LOC,Jar@LOC
Amapaia@LOC,Peru@LOC
Amapaia@LOC,Arromaia@LOC
